image,classification,article_files,generated_output,article_sha256,output_sha256,hash_match,generators,generator_files_exist,inputs,input_files_exist,status
img/team7_empirical/garch_condvol_gold.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/garch_condvol_gold.png,AFC13B2F80014B254066E68B11F0DAA67B0D355F41C6C16160A32BECEA7530F6,AFC13B2F80014B254066E68B11F0DAA67B0D355F41C6C16160A32BECEA7530F6,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/garch_condvol_silver.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/garch_condvol_silver.png,3B18A0AA9DAAE0E4E6833FC732E643DB7F94BA054BD33261317D167F6DF21D96,3B18A0AA9DAAE0E4E6833FC732E643DB7F94BA054BD33261317D167F6DF21D96,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/hist_normal_gold.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/hist_normal_gold.png,CADE4F2733F97D8BAFF8FCD3D589D159F4C50117F50BC94B9145278BCF494462,CADE4F2733F97D8BAFF8FCD3D589D159F4C50117F50BC94B9145278BCF494462,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/hist_normal_silver.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/hist_normal_silver.png,33A47B013CDC5552274FD5EBE02D0C7D4CD8DBF14E4379164599C4550226461A,33A47B013CDC5552274FD5EBE02D0C7D4CD8DBF14E4379164599C4550226461A,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/qqplot_normal_gold.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/qqplot_normal_gold.png,B634A7A755DB7D7FB174F9295E2C488570310101CA21A422E725E608B560153F,B634A7A755DB7D7FB174F9295E2C488570310101CA21A422E725E608B560153F,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/qqplot_normal_silver.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/qqplot_normal_silver.png,5A4373AE994C42825B53AFF0D6EFB659425C62104DB639B7D4697D5D907593F6,5A4373AE994C42825B53AFF0D6EFB659425C62104DB639B7D4697D5D907593F6,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/returns_rollingvol_gold.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/returns_rollingvol_gold.png,E670A201CE86A5EC2F3FED3D1029B6FD57CDF75C8C3D8F8FFF1B5E688C3881D4,E670A201CE86A5EC2F3FED3D1029B6FD57CDF75C8C3D8F8FFF1B5E688C3881D4,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/returns_rollingvol_silver.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/returns_rollingvol_silver.png,A27B1FD9AE7D7A38FFC3688EED93319F03853A22138009977D802ABF8EA5B708,A27B1FD9AE7D7A38FFC3688EED93319F03853A22138009977D802ABF8EA5B708,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_gold_dxy.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_gold_dxy.png,F289761147385BD7507D99AE3A6DCB991CE77BFAA83CC7625E8EC8B4153367CD,F289761147385BD7507D99AE3A6DCB991CE77BFAA83CC7625E8EC8B4153367CD,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_gold_sp500.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_gold_sp500.png,CAC8E0C90C783576B900BC7A8EFC0A12BE25A59B2C1CAC978E0561CB9D458F66,CAC8E0C90C783576B900BC7A8EFC0A12BE25A59B2C1CAC978E0561CB9D458F66,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_gold_ust10y.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_gold_ust10y.png,15E8739A9649573E18BC81522F33C1F9BDFD290C99C6D5067FE015C58AF54FD5,15E8739A9649573E18BC81522F33C1F9BDFD290C99C6D5067FE015C58AF54FD5,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_silver_dxy.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_silver_dxy.png,446A86ADA886CF6F8FBF542D5FF49D4FD9F4A5C8A0B7FF579D6246E7206924EB,446A86ADA886CF6F8FBF542D5FF49D4FD9F4A5C8A0B7FF579D6246E7206924EB,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_silver_sp500.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_silver_sp500.png,749384E5A43B524A665DACF7D5C4E980E2325C8AA96CD53BC9CC137076079C86,749384E5A43B524A665DACF7D5C4E980E2325C8AA96CD53BC9CC137076079C86,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team7_empirical/rolling_corr_silver_ust10y.png,CURRENT,chapters/07-gold-econometrics.tex,outputs/thesis/20260828T180000Z-unificato-publication/team7_empirical/rolling_corr_silver_ust10y.png,908C62E76C1EC216AC3F23A3B91E68624308611FE12F3049568525294CD71D85,908C62E76C1EC216AC3F23A3B91E68624308611FE12F3049568525294CD71D85,True,run_empirical_thesis_figures.py; src/barrick_unified/empirical_figures.py,True,data/manifests/20260827T173500Z-codefig-v11-lse/empirical_figure_inputs_manifest.json,True,PASS
img/team8_empirical/bates_hawkes_residual_heatmap.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/bates_hawkes_residual_heatmap.png,C27DF2872B775664FD5E19B26784518C4D173C20DA4369FB4F2A287AD068B49F,C27DF2872B775664FD5E19B26784518C4D173C20DA4369FB4F2A287AD068B49F,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/bates_hawkes_volatility_smile.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/bates_hawkes_volatility_smile.png,3CECB4D874D1929FAAB7DAA1CE3EAEDE98898C5E5A9313A84998544F4AB9FE09,3CECB4D874D1929FAAB7DAA1CE3EAEDE98898C5E5A9313A84998544F4AB9FE09,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/bates_hawkes_vs_bates.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/bates_hawkes_vs_bates.png,E241EEA742943F9E360B12C88D266E6F0E8CF2B81EC8F7B9EE7B45E4F86D3D68,E241EEA742943F9E360B12C88D266E6F0E8CF2B81EC8F7B9EE7B45E4F86D3D68,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/bates_poisson_jump_paths.png,CURRENT,chapters/09-team8-simulation-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/bates_poisson_jump_paths.png,63AC017734DB0BD91BFD7ED6924287339DD5B8BFBA17AD2D60C28B25134566F1,63AC017734DB0BD91BFD7ED6924287339DD5B8BFBA17AD2D60C28B25134566F1,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/bates_residual_heatmap.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/bates_residual_heatmap.png,D07BF110092F7B635B6FA55F1E8F8B8240ED586C410CAC050F72862C22955F39,D07BF110092F7B635B6FA55F1E8F8B8240ED586C410CAC050F72862C22955F39,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/black_scholes_residual_heatmap.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/black_scholes_residual_heatmap.png,B1D1AE0979A8CB1595D0207C57309D3D6DC876F276639292200856D9217DAD43,B1D1AE0979A8CB1595D0207C57309D3D6DC876F276639292200856D9217DAD43,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/gld_return_normality.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/gld_return_normality.png,C011553EAC7F680D0887DE0C0FD2561256544A79AFDF16823070A53FCA067066,C011553EAC7F680D0887DE0C0FD2561256544A79AFDF16823070A53FCA067066,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/hawkes_intensity_comparison.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/hawkes_intensity_comparison.png,85FB87C52858789B037F643973C66960F15DB643BCD29887C7535C9382BABF3E,85FB87C52858789B037F643973C66960F15DB643BCD29887C7535C9382BABF3E,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/hawkes_jump_paths.png,CURRENT,chapters/09-team8-simulation-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/hawkes_jump_paths.png,B01D0A1EAEBA84D5062679C3A12699439B3F61AEE1063B3DD4B32B36FBA5A2AF,B01D0A1EAEBA84D5062679C3A12699439B3F61AEE1063B3DD4B32B36FBA5A2AF,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/heston_residual_heatmap.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/heston_residual_heatmap.png,49CE3E283DB9CCDCBB936A8A53B7B75ACF1231BAD486E2B6914BFAA1114FCEA2,49CE3E283DB9CCDCBB936A8A53B7B75ACF1231BAD486E2B6914BFAA1114FCEA2,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/online_welch_goyal_cumulative.png,FROZEN_LEGACY,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/online_welch_goyal_cumulative.png,5A78A18CA0376C3003B73B5464269A0E1E9647D4A70347EA5AAFAE12AB3DA910,5A78A18CA0376C3003B73B5464269A0E1E9647D4A70347EA5AAFAE12AB3DA910,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/sampling_comparison.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/sampling_comparison.png,47F12E23EAEE8086B2D14CEAB6CD28F7BA5398CCA4DD704D1219E4AE805CE13D,47F12E23EAEE8086B2D14CEAB6CD28F7BA5398CCA4DD704D1219E4AE805CE13D,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/terminal_return_percentiles.png,CURRENT,chapters/09-team8-simulation-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/terminal_return_percentiles.png,C44BE1A710FA8A122358D8885A4D237FDD5E484F727D9D30C81B6CE408DB55B8,C44BE1A710FA8A122358D8885A4D237FDD5E484F727D9D30C81B6CE408DB55B8,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/usd_treasury_curve.png,CURRENT,chapters/09-team8-calibration-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/usd_treasury_curve.png,5200CF24A47E932F9445B1434BD2312B1147AFF6FB3F460BD02299D88C97A52A,5200CF24A47E932F9445B1434BD2312B1147AFF6FB3F460BD02299D88C97A52A,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/team8_empirical/volatility_state_paths.png,CURRENT,chapters/09-team8-simulation-evidence.tex,outputs/thesis/20260828T180000Z-unificato-publication/team8_empirical/volatility_state_paths.png,CCA44C611A29D3988C6DDDFA8A52611BBCEDD2323E8FA92DF881C21140769E6E,CCA44C611A29D3988C6DDDFA8A52611BBCEDD2323E8FA92DF881C21140769E6E,True,tools/build_team8_thesis_figures.py,True,data/manifests/20260828T070000Z-lse-nss/gld_option_surface_manifest.json,True,PASS
img/valuation/dcf_driver_schedule.png,PROVISIONAL,chapters/11-dcf.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_dcf_drivers.png,A6D80008228502CE442FE2B750DEE3717C3936B8A1DBAC5F9459DD687DD0C311,A6D80008228502CE442FE2B750DEE3717C3936B8A1DBAC5F9459DD687DD0C311,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
img/valuation/full_bates_hawkes_value_distribution.png,PROVISIONAL,chapters/00-discoveries-at-a-glance.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_val_primary.png,42A1D0EDE6784DB35095CCDD0BC2BE19CD112484A9842F0ACEFDCC1C601F79B3,42A1D0EDE6784DB35095CCDD0BC2BE19CD112484A9842F0ACEFDCC1C601F79B3,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
img/valuation/gold_path_bands_four_models.png,PROVISIONAL,chapters/09-option-calibration.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_gold_bands.png,FED5BBD9AEEC921BE1AFF8C72962D9ED0A3569E141344581788F3595413E724A,FED5BBD9AEEC921BE1AFF8C72962D9ED0A3569E141344581788F3595413E724A,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
img/valuation/multimodel_value_distribution_comparison.png,PROVISIONAL,chapters/12-unified-experiment.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_val_multi.png,5B70F5469BD33A359B4F8403E856B80F9998389FE7CA5352F6054F00955B1713,5B70F5469BD33A359B4F8403E856B80F9998389FE7CA5352F6054F00955B1713,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
img/valuation/terminal_value_mechanics.png,PROVISIONAL,chapters/11-dcf.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_terminal_value.png,A9517770F930A794C1860E58CD34D75E78FC06B5D0852A255793C0C0009C8497,A9517770F930A794C1860E58CD34D75E78FC06B5D0852A255793C0C0009C8497,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
img/valuation/wacc_assumption_paths.png,PROVISIONAL,chapters/11-dcf.tex,outputs/thesis/20260828T180000Z-unificato-publication/figures/fig_wacc_assumptions.png,23DF2023B1BD378FB988F75B661655217DA95BE38C69A57E44325C885AE4A0C7,23DF2023B1BD378FB988F75B661655217DA95BE38C69A57E44325C885AE4A0C7,True,run_refactored_thesis_figures.py; src/barrick_unified/refactored/reporting/figures.py,True,outputs/thesis/20260828T180000Z-unificato-publication/figure_manifest.json,True,PASS
